"HolderAddress","Balance","PendingBalanceUpdate"
"0x0000000000000000000000000000000000000000","1E-15","No"
"0x038f63ea13b0f3d441777a298806337d4a6a63b2","9.36393319766536","No"
"0x04e67fed060d12e8ab391809aab60196e406be8a","16.9854024928688","No"
"0x04efd3c3c53143b24d976ad47e259d527bca6917","1.2633883356494","No"
"0x06f2d97500e1529f226adb2dcb68a1a8c5175157","27.2319272064268","No"
"0x0786cb6a2eef499658d96fc575b54e87499ed23d","16.8368613332937","No"
"0x091d8de14dc0db1c7266afc1726880dc532fb90c","700.899565427733","No"
"0x0a3c1afb62aa8d2358b18dd5bafab798990b4750","2.00194364530384","No"
"0x0b94c47dabc3a8153982a745a6062189a8d2b9b3","101.727865077481","No"
"0x0bec2a7885d600ddb7a06e58ea1ff475dfc7cc22","1.30563247376889","No"
"0x0c8d8485f6680b1e384f83866968d655468dce63","2.87357502579705","No"
"0x0e2353516eb6208aa84a552b9a1ee5f13edada57","26.4531128222323","No"
"0x0e91cf9dd6a1c10e9f87eff4165f280254069af1","24.3004547264139","No"
"0x10673b87e2747cdd918ae0c3fa1d85657afa112d","5.17511303299313","No"
"0x10c62829f9b605f564564426d9054f35ff8db4f3","4.54531222321701","No"
"0x1174550a5ce2ba3d099bd23705b1558c6bced59d","31.2206815832817","No"
"0x12adb282bf1f36483959dbe1fe4687f63803e994","15.7242307334139","No"
"0x12cedf1ca3083dd4aa6384e7c16d12f1be82fc87","11.2290520474519","No"
"0x133a123687c6c4d12abcd18a8dacf2b7871d9548","1.63645388472411","No"
"0x14b5ffbc88f6f638ef7fbe1ffcdc99c718b58557","15.7710877212845","No"
"0x170a4421a8eb8ecc533e76ac097805f456a668c7","16.9506069858284","No"
"0x1748aeebf0837f5749863a11f4d8730408b08bb3","138.503067193223","No"
"0x17e00383a843a9922bca3b280c0ade9f8ba48449","370.230811694645","No"
"0x18b2eb576ba64c856039069e473afd66129ff314","62.3619563916264","No"
"0x1df63e28c9ede182d6dfb6bbc8c48d6fa537ccef","18.5664509393318","No"
"0x1e37f95cb5b7608b758b7494b08915b576e623e9","4.79422696767882","No"
"0x1ef7504774e7949755a1a7e8932024f53b7867e5","10.9969491530598","No"
"0x1f507be0f25fded2b4acf27c5b3467e61477c39b","14.9258604404965","No"
"0x215ac7119aa6adcda5412f3eeed55ad2d615d5a7","4.88563330277349","No"
"0x21a6afad0505e4372b26b47ac6638b8fb71f5373","2.90162178094492","No"
"0x22a4bc0a21a9a44ebd514280eb47f21da65cc9d1","0.511644929670366","No"
"0x231198c0e87b83dce685a484c72189dd70be514f","1.60375991633312","No"
"0x25b70c051af1ea496c200e148d8abc7f17d98ad3","10.4325506860692","No"
"0x2643db5a052e85de28da9475918de4d51c768eb0","3.71833959058622","No"
"0x296866dd32af3d8c8fc05505673282230bb81c55","60.745899138083","No"
"0x29a59e44c6d1efa5a5be294af253be40dc0e34a4","2.76691387660852","No"
"0x2a00a83313e9032d42bdd60b3d2649d2dd5252b9","17.3267758415007","No"
"0x2bfbfd64a41bcd416ce969b1d17793e4174f5eb3","5.13871722464152","No"
"0x2cdfa8ceabc4850a806c65c5cf0263effb079b26","8.14326644865743","No"
"0x2d7f3c73eebbde5f467961679bbfbcb3b3de2582","4.78799905432464","No"
"0x2ed1889b6d406f5f4832bcc21fe441261b2d32bc","2.13961214580229","No"
"0x3464af71d0b2e70e4b16a772b8ffbe7c7b82bf4b","450.441978299636","No"
"0x35f90902ce72334708bd40f774255108fe247537","15.4370191872205","No"
"0x3619eccd54132bb19e8c7a743bb127a80e2621da","25.3101677347018","No"
"0x36486ef9213d02b086badbdbafb8e90930e481ee","17.9501599260216","No"
"0x37bb4b96baf8a91cb97877cd7cd30914b398aa87","3.81317717696864","No"
"0x3984e108ffd0a91b2c3546a1a0c4dac2a6de1996","7.11407376832086","No"
"0x3d56de91f46c9a5e33f98a92cddb22118c770720","11.5283394945712","No"
"0x3e2d493c972034c9848689a8d316caa228d71624","32.3400411009686","No"
"0x3e91eb95f04675ba11c5aeb9e1bfa9db1c7efeec","57.7674376377053","No"
"0x4129b4337d5a2f7278a02ff15bb1e4e548d8ee60","56.658309414365","No"
"0x428df4494e857e4fbc26c0c7412aafe739100ee8","17.8841339125613","No"
"0x42a60d2f2ffa2150c568010a8d425f0aad284fd2","16.1847969390351","No"
"0x431b5ddb0ace97ebc3d936403ea25831bad832b6","52.2571304847947","No"
"0x4602d0c3389b277b458665814ff6c51aa51441e8","44.490214402083","No"
"0x4748664b688569c2711e9715b5e42fddf15e38df","7.71164201510871","No"
"0x47cbb32d70e53c59290a32b7b806fe5aee02b43d","1.28962461457553","No"
"0x492484fb65d41b49696ec1cbde26ce496e9bc3c7","55.3822496987343","No"
"0x495ca72b834dd7b4843892daf7b9f7d6e6eaf85a","44.5274269184512","No"
"0x4b1e0388233b41b1225380e291cca33f38c7a49b","10.7300378987103","No"
"0x4c1ca681f090a42af7fddef4262349dd2ad43e42","29.2002095412605","No"
"0x4c9c3626cf1828da7b58a50dc2f6aa2c4546609e","48.9894110900337","No"
"0x4cea5d86bb0bbfa77cb452ccbd52e76dea4de045","0.116401185330021","No"
"0x4d00fb92f01caf14eae5f70baae12eb30cbd3e3a","116.353170078824","No"
"0x4da62177c058e8746dcbec4a94d2bcbb91a94456","15.9359397826139","No"
"0x4f1c379487832b80f4a3fb57fe0df3315377c8d8","4.99027745625956","No"
"0x510750029c91a64c7e36ac20047b91c5862aedfd","4.19262334210737","No"
"0x535faa541252d9650f1f8a8bbd88709fb8b55a1b","25.2444072791466","No"
"0x596248e101ae4add17edf1217e9e2c5422528b0b","24.2958891335063","No"
"0x59b34e12707e9fb98072b16c045c0845ccf2a660","10.41357899825","No"
"0x5c43262f71e1e9e003e66e6186fc959906f5b353","46.9060119207083","No"
"0x5da0834f5dbec360675a2e32377e2346a01b7c12","1.61550022828569","No"
"0x5df52e6b70f25919ad29add390efe2614f91b2c6","493.468256376052","No"
"0x5ef16d26dfe3e31711d5091e27d0c8150f03daa8","164.766826923599","No"
"0x5fb6e7e6cd299449a02fe47cccd5cb70ff9dc632","72.8213579304784","No"
"0x602cd80de210d4253f671276a85fabcfa3ee1c7f","16.067259460929","No"
"0x6113aa65c1f01ef14ec96b961f8b854931b6892a","11.4166151766225","No"
"0x61483cf21166b9f88b06beddd8aad826fc6a8411","47.4754693431081","No"
"0x614b0aaeeb59249cc7deb9df216f5667b0fa674c","31.9078258103039","No"
"0x627faaa13ca3d25bf959325d44543e04c99ccec8","50.0342181164845","No"
"0x63e86c9c17841e227f978aaa1488f136fe7b68ea","443.514675248727","No"
"0x64b879035dc375df59e2c023f0e835f5ca3a9e50","52.0219845916821","No"
"0x655d7363791d9499895f5f84059e0988ecdeb577","40.0094380775041","No"
"0x6660b4b057a8e6d7dd4fc824d8402bb3a24daeda","0.740851391514841","No"
"0x684a12b26915cf2b49657973f9528c5a8d952bff","116.655233376981","No"
"0x69b8a24edc9053b3d007710e7b986df40a0bc7eb","231.596642997803","No"
"0x69d39154106a2f6e6ca182fc9b500cd2b0de6d57","70.4144634901466","No"
"0x6a936d0410c7800130281ab9bb7c0e1c9b8b5206","224.491583854349","No"
"0x6ada01c8c921f6b34884ecd927f4389777ce3709","191.449951291862","No"
"0x6d9bb0243b4bafd7a291da76ef92f0c98c48193c","7.96273617525175","No"
"0x6db851da17cd6f7f216f17a9a27c112a2827e017","5.76945908038675","No"
"0x6fddba67dd811be4316a637aa7b6e8f342a86faf","28.45796365719","No"
"0x70304c513448d6445025bd730ec797832725e2f1","21.8429284488231","No"
"0x72a5ba942a401c4bd08a32963b75f971292213a8","162.282186379809","No"
"0x733d3e5dd2aee708366a221ac65c1e324fa3c3f9","48.8808052917338","No"
"0x7538e8fc24c9c4598e811471c5023976024cadd5","18.0759036270638","No"
"0x7b97b46d35a28b561d47f50cfb9a2735e506e59d","1.98419452059548","No"
"0x7d9e2986a8d4f9f9325cb4ad69aca32856b8b076","25.4758699650569","No"
"0x7e55b28d41cc14212fcd26adff6eda08e4fecfad","18.8517063727516","No"
"0x80e7c38646240cc7708a9bce5bab2ba1060d2fc8","240.159979780969","No"
"0x817f52906e5f5556cded1ab7ca56bed3df185c7e","20.5608555796585","No"
"0x81bc7b618245eaa600f14a83b96d43230d2f51c4","76.1493115176068","No"
"0x8516ee46d1013a6b5e122d4c994738b865504c4f","4.92947876587614","No"
"0x8b190f3b2b4c1700e437925ded6f89a2f2f3bede","186.182909611322","No"
"0x8d10681f45e3e018dc1409987942b29aba33499f","21.5303438874989","No"
"0x8da061687f64dfa521802548d3a92d737469da0f","28.0914534818335","No"
"0x8ded09ffe3110d353f02dce34fb56e305e6ae4ac","31.6907432818161","No"
"0x92ceb7bf60718b5ac2582773dfce3383e1fcc1d0","72.9244444629233","No"
"0x9317d29f94f9f399ed27048a14bbae81d7fd73fb","24.0470139857228","No"
"0x934831793baa281838c1e09e665a4f1406bc7560","4.72401383331394","No"
"0x952e430c56301eb302e25b6073b042dea5bc32b0","7.14464384880776","No"
"0x9549ea6e0fcdd38abf51ef0cd592d6ee76e78a0b","14.7420477418495","No"
"0x96296e9ba4ad32086ae8183713a4be575b669ddb","2.36092213800161","No"
"0x9787db4edcb5480896a9fa442638f0eca29a6d60","15.6676708199761","No"
"0x9a51c0ccf4f9bac8bd9f30bbbc6e5099226da770","17.4696454027625","No"
"0x9b9759e148983e93ddde77453602c3cc00a23c81","0.537621271326498","No"
"0xa0d1f848d57d3263058fca4dd6830821e7f790f0","39.3742225596791","No"
"0xa267f3a4a92531f47811e05e890e977a0fe375b4","44.240661572128","No"
"0xa2b8a722f1b0654a6ca9e6a659459d61c51b54ff","14.6646273139952","No"
"0xa3b40f5f9eb7204ffa7690829b4ad8d19767688f","2.89994864463734","No"
"0xa51c5aebb2b706d4c8ad538db30966a3fcb56965","32.38051214094","No"
"0xa577edbd1413f070733602d2baf78a4861c5d8d0","15.2332730845442","No"
"0xa5c071916bd1dc65e4defa553aee4c2822bf5b30","176.941292206913","No"
"0xa826f90c362747a4557882cc2a743c2b35c5224e","8.20833543142426","No"
"0xa958598d228dd5fe7d4d895e8fc2ba6153fe3e6f","9.89289863390837","No"
"0xa967ad9be321cb5407b3d79072a66324f491d1ea","49.9611427947185","No"
"0xa9f2ce215f6f867ee45fabe3037da81c5c27aa09","33.3760492502238","No"
"0xaa3d85ad9d128dfecb55424085754f6dfa643eb1","1.11403453870004","No"
"0xab7e4ddab8a741ba3883f9be61ee5e47d9dd7682","13.8529916567964","No"
"0xaf1be417ce8f04ccb372eaa2a298d3fdd45fcf9d","17.7901820619655","No"
"0xb04ab7b9e04878a99e70733d026c1d93c0dbe38b","29.1759414584754","No"
"0xb07e261dd2068ce7bc632ead3497df169ba73b74","32.6806711184327","No"
"0xb3397a6feedff2b9fce9ca1086cb1bdd617c16bf","15.4271122053844","No"
"0xb339e8a5c7c9ccc907c3a72de6bc5c4bf61e0e4f","61.2372435695794","No"
"0xb37f1ea269b6cdce4827ba2f37c2a18731157700","3.68037030423019","No"
"0xb3a69d3032e17395dab3e01ce13c5edc0a8a01f4","38.4602455120359","No"
"0xb5364145b2687f901d37c48036d7aef8d3539379","4.72803943592602","No"
"0xb779a26982245f3baf4a0cd6ae6f8fbe49032e28","272.410968034626","No"
"0xb7f1498898d70685851b5331f64bf26215f00415","194.643467839136","No"
"0xb81dfe8eda2c94931638f69b6d5e5d6e4a640cbb","7.79162481676061","No"
"0xb8eea78481750f45abbd1cabcfec3e9ec3422dc9","12.5877226283718","No"
"0xbb77250a82d20921327a3f326e5a24cb96acb5e5","18.6240850499374","No"
"0xbcd4e9e97ad3ffd9476a227562d90ffde4a1874e","4.92328687597948","No"
"0xbf4bdd5b7539ba43d547199dc1f3d1ffd18a2898","66.6185466802645","No"
"0xbf61de2c62048c003008e94aafe98bce30ee6278","5.56371294797963","No"
"0xbfad818edb25dc4eebac8cc44a7533be4652ad6c","3.26400532720268","No"
"0xbfd7ddd26653a7706146895d6e314af42f7b18d5","207.872634500201","No"
"0xc11603c1d867e4c0621e90a294d04c0c68990523","25.5571180701038","No"
"0xc12fea5eebd676fdd9eaddc4ff5ce80ef4f83513","1.63157318832851","No"
"0xc1ee2ded0714d2820d395d6eb5b9dd820132c3d4","4.025490427774","No"
"0xc40b5f658093b799fce1ecbee3b4e85439b86045","4.5358748446117","No"
"0xc4938e93adc60389106d0eff7a91d4d4b54453b5","16.031532442816","No"
"0xc5c44059e4a2e20ec218ec400f263b770be2912a","22.2655012840295","No"
"0xc8b6b7548d644b2688a91fecb36f4c8e8eb6c1a1","27.9761059324904","No"
"0xc9b2fdca936f7ddc58b0b8bddbc2432fd4baa637","0.481193965350851","No"
"0xccf5c4e81f1755c6566b785cb9dd1e86f23ea816","9.45204831481113","No"
"0xce3bd76a757350c85839988079a2a0acf27ec8f4","158.64904259605","No"
"0xd374893f994f81e0aa555b21cf703ff6d8b51b03","29.1433667510773","No"
"0xd6b09684605e10bf1ec0db1882377b842a53f9c2","26.502791667534","No"
"0xd91a5d90f0846ee3017d0d2b19c81f6c5a7add02","24.0563987449968","No"
"0xe113e7b1e8ecd07973ea40978aed520241d17f27","12.147032934047","No"
"0xe1446c602565881677f0b9cf9cafea5960af6e4d","25.6328988872563","No"
"0xe46b75d588d3abf4b974d8ac457f384d347a0925","2.15669930624982","No"
"0xe73c98667c82bb76e58c0d9b065b6a0c9ea2d088","66.1845149783031","No"
"0xe7ace1387daa4cdfc31aaa182e734333b0eab2c4","7.9060143319512","No"
"0xe7c6ee44b1b67e7bcba1c49f4c4276b9cbd5763a","3.37702446310164","No"
"0xe7d46987b3e8fce0b2c8d2d9ab1f2ce204ce166d","21.7195881511133","No"
"0xe807e147df8f55ee8e5ab4a7c48ad01e63fc67b6","17.7875891275689","No"
"0xeae98e98cea0577cf78e2efce00b3faa9444130c","33.5140499639803","No"
"0xedb1d7c23009b46a8db4b72fcbfd59501dc611c0","50.7528687684794","No"
"0xeecda4c2984b42677c8fbbef3a245861d8346a55","5.92849384498257","No"
"0xeee847b5e3a0a9f96a136fce48002eec996e1480","45.6321597906638","No"
"0xf35d29406f94972a75641505b7d38e29e6986442","15.8048225014165","No"
"0xf613098ce5cd8fce79466780a066310a9fbde8b3","18.1071190895957","No"
"0xf622c4c934611c3844bf535a5d583b90cd4f3b8a","58.4468293167229","No"
"0xf6c23bffe946dbaa9ae6964b298cb058f3ef6635","21.2598315397997","No"
"0xf6ea58db5a1a2227039d8bfb6624cb8c9ef9eec8","6.10333928813981","No"
"0xfa6bdee6124cb18a01c360f6283863d88df1747b","11.5283147070494","No"
"0xfad973f9d1170f61978e6fa495a93ce7b7c09475","15.0202900182544","No"
"0xfaff02f1d7f9315529b64f64611fb35ffae41c1d","14.3105926738492","No"
"0xfbc8d232d7976c9f82108fa183358989bb8d8fd1","2.4118398761","No"
"0xfc27f64b651713cfa34c596be2f6f7b48375f045","50.7157257136836","No"
"0xfd6e31b2cb1e36240538fabae2a8fcd3d2544263","35.9149262110621","No"
"0xff983307058da622633cfcd2cace59a90532228c","33.179984820745","No"